ID Lokasi (Referensi Lokasi),Waktu dalam UTC,Suhu Udara (rata-rata) Minimum C,Suhu Udara (rata-rata) Maksimum %,Kelembapan Udara (rata-rata) Minimum %,Kelembapan Udara (rata-rata) Maksimum %,Kelembapan Udara dalam %,Suhu Udara dalam °C,Cuaca berupa kode cuaca,Arah Angin berupa CARD,Kecepatan Angin dalam km/jam
5008562,15/10/2024 18:00,,,,,71,27,4,W,12
5008562,15/10/2024 19:00,,,,,70,26,4,W,12
5008562,15/10/2024 20:00,,,,,63,26,4,SW,19
5008562,15/10/2024 21:00,,,,,55,27,4,SW,19
5008562,15/10/2024 22:00,,,,,54,27,4,SW,19
5008562,15/10/2024 23:00,,,,,55,28,4,SW,20
5008562,16/10/2024 00:00,,,,,51,29,4,SW,20
5008562,16/10/2024 01:00,,,,,47,30,4,SW,20
5008562,16/10/2024 02:00,,,,,45,30,4,SW,10
5008562,16/10/2024 03:00,,,,,42,31,4,SW,10
5008562,16/10/2024 04:00,,,,,39,32,4,SW,10
5008562,16/10/2024 05:00,,,,,38,32,3,SE,13
5008562,16/10/2024 06:00,,,,,40,32,1,SE,13
5008562,16/10/2024 07:00,,,,,42,31,1,SE,13
5008562,16/10/2024 08:00,,,,,45,30,3,E,10
5008562,16/10/2024 09:00,,,,,48,29,4,E,10
5008562,16/10/2024 10:00,,,,,59,28,1,E,10
5008562,16/10/2024 11:00,,,,,62,28,0,NE,10
5008562,16/10/2024 12:00,25.0,32.0,38.0,78.0,61,28,1,NE,10
5008562,16/10/2024 13:00,,,,,63,27,3,NE,10
5008562,16/10/2024 14:00,,,,,62,27,4,W,11
5008562,16/10/2024 15:00,,,,,69,26,3,W,11
5008562,16/10/2024 16:00,,,,,72,26,1,W,11
5008562,16/10/2024 17:00,,,,,72,26,0,SW,11
5008562,16/10/2024 18:00,,,,,74,26,1,SW,11
5008562,16/10/2024 19:00,,,,,75,26,3,SW,11
5008562,16/10/2024 20:00,,,,,76,26,4,W,10
5008562,16/10/2024 21:00,,,,,77,26,4,W,10
5008562,16/10/2024 22:00,,,,,78,25,4,W,10
5008562,16/10/2024 23:00,,,,,73,26,4,W,11
5008562,17/10/2024 00:00,,,,,65,28,4,W,11
5008562,17/10/2024 01:00,,,,,59,29,4,W,11
5008562,17/10/2024 02:00,,,,,54,30,3,W,11
5008562,17/10/2024 03:00,,,,,51,31,1,W,11
5008562,17/10/2024 04:00,,,,,52,31,1,S,10
5008562,17/10/2024 05:00,,,,,55,31,3,S,10
5008562,17/10/2024 06:00,,,,,51,31,4,S,10
5008562,17/10/2024 07:00,,,,,45,31,4,S,10
5008562,17/10/2024 08:00,,,,,43,31,4,S,10
5008562,17/10/2024 09:00,,,,,50,30,1,S,10
5008562,17/10/2024 10:00,,,,,57,29,1,NE,15
5008562,17/10/2024 11:00,,,,,63,28,3,NE,15
5008562,17/10/2024 12:00,25.0,31.0,43.0,74.0,61,28,3,NE,15
5008562,17/10/2024 13:00,,,,,62,28,0,NE,15
5008562,17/10/2024 14:00,,,,,65,27,0,NE,15
5008562,17/10/2024 15:00,,,,,69,27,0,NE,15
5008562,17/10/2024 16:00,,,,,68,27,0,W,6
5008562,17/10/2024 17:00,,,,,70,26,0,W,6
5008562,17/10/2024 18:00,,,,,71,26,0,W,6
5008562,17/10/2024 19:00,,,,,72,26,3,W,6
5008562,17/10/2024 20:00,,,,,73,26,0,W,6
5008562,17/10/2024 21:00,,,,,74,25,0,W,6
5008562,17/10/2024 22:00,,,,,74,25,0,NW,7
5008562,17/10/2024 23:00,,,,,69,26,0,NW,7
5008562,18/10/2024 00:00,,,,,58,28,0,NW,7
5008562,18/10/2024 03:00,,,,,55,30,1,NW,7
5008562,18/10/2024 06:00,,,,,50,30,1,E,13
5008562,18/10/2024 09:00,,,,,58,29,0,E,13
5008562,18/10/2024 12:00,27.0,30.0,50.0,74.0,68,28,3,E,19
5008562,18/10/2024 15:00,,,,,72,28,0,E,19
5008562,18/10/2024 18:00,,,,,74,27,0,E,16
5008562,18/10/2024 21:00,,,,,73,27,3,E,16
5008562,19/10/2024 00:00,,,,,65,29,1,E,10
5008562,19/10/2024 03:00,,,,,62,29,1,E,10
5008562,19/10/2024 06:00,,,,,63,30,1,E,10
5008562,19/10/2024 09:00,,,,,75,29,4,E,18
5008562,19/10/2024 12:00,26.0,30.0,62.0,83.0,76,28,3,E,18
5008562,19/10/2024 15:00,,,,,74,28,3,E,18
5008562,19/10/2024 18:00,,,,,74,27,4,E,18
5008562,19/10/2024 21:00,,,,,83,26,3,N,9
5008562,20/10/2024 00:00,,,,,79,26,1,N,9
5008562,20/10/2024 03:00,,,,,64,30,4,N,9
5008562,20/10/2024 06:00,,,,,64,30,4,N,9
5008562,20/10/2024 09:00,,,,,65,29,1,E,5
5008562,20/10/2024 12:00,26.0,30.0,64.0,85.0,76,27,1,E,5
5008562,20/10/2024 15:00,,,,,76,27,1,E,5
5008562,20/10/2024 18:00,,,,,85,26,4,E,5
5008562,20/10/2024 21:00,,,,,85,26,60,W,6
5008562,21/10/2024 00:00,,,,,70,28,0,W,6
5008562,21/10/2024 03:00,,,,,70,28,0,W,6
5008562,21/10/2024 06:00,,,,,55,31,1,W,6
5008562,21/10/2024 09:00,,,,,55,31,1,E,9
5008562,21/10/2024 12:00,26.0,31.0,55.0,82.0,73,28,0,E,9
5008562,21/10/2024 15:00,,,,,73,28,0,E,9
5008562,21/10/2024 18:00,,,,,82,26,4,E,9
5008562,21/10/2024 21:00,,,,,82,26,4,SW,8
5008562,22/10/2024 00:00,,,,,70,28,3,SW,8
5008562,22/10/2024 06:00,,,,,60,30,4,SW,8
5008562,22/10/2024 12:00,26.0,30.0,60.0,83.0,73,28,1,E,10
5008562,22/10/2024 18:00,,,,,83,26,0,E,10
5008562,23/10/2024 00:00,,,,,72,28,1,S,7
5008562,23/10/2024 06:00,,,,,61,30,1,S,7
5008562,23/10/2024 12:00,26.0,30.0,61.0,82.0,81,27,1,W,6
5008562,23/10/2024 18:00,,,,,82,26,1,W,6
5008562,24/10/2024 00:00,,,,,68,29,1,SE,13
5008562,24/10/2024 06:00,,,,,56,31,0,SE,13
5008562,24/10/2024 12:00,27.0,31.0,56.0,75.0,74,28,1,E,12
5008562,24/10/2024 18:00,,,,,75,27,4,E,12
5008562,25/10/2024 00:00,,,,,70,28,1,W,3
5008563,15/10/2024 00:00,,,,,70,28,4,SW,18
5008563,15/10/2024 01:00,,,,,67,29,4,SW,18
5008563,15/10/2024 02:00,,,,,63,30,4,S,10
5008563,15/10/2024 03:00,,,,,58,31,4,S,10
5008563,15/10/2024 04:00,,,,,53,31,4,S,10
5008563,15/10/2024 05:00,,,,,49,32,4,SE,8
5008563,15/10/2024 06:00,,,,,47,32,4,SE,8
5008563,15/10/2024 07:00,,,,,46,32,4,SE,8
5008563,15/10/2024 08:00,,,,,51,31,3,SE,14
5008563,15/10/2024 09:00,,,,,55,30,3,SE,14
5008563,15/10/2024 10:00,,,,,57,30,3,SE,14
5008563,15/10/2024 11:00,,,,,58,30,3,N,6
5008563,15/10/2024 12:00,27.0,32.0,46.0,70.0,57,30,3,N,6
5008563,15/10/2024 13:00,,,,,63,29,4,N,6
5008563,15/10/2024 14:00,,,,,65,28,4,SW,9
5008563,15/10/2024 15:00,,,,,63,28,4,SW,9
5008563,15/10/2024 16:00,,,,,63,28,4,SW,9
5008563,15/10/2024 17:00,,,,,63,28,4,SW,8
5008563,15/10/2024 18:00,,,,,65,28,4,SW,8
5008563,15/10/2024 19:00,,,,,62,27,4,SW,8
5008563,15/10/2024 20:00,,,,,54,28,4,SW,12
5008563,15/10/2024 21:00,,,,,51,28,4,SW,12
5008563,15/10/2024 22:00,,,,,55,28,4,SW,12
5008563,15/10/2024 23:00,,,,,56,28,4,SW,15
5008563,16/10/2024 00:00,,,,,51,29,4,SW,15
5008563,16/10/2024 01:00,,,,,48,30,4,SW,15
5008563,16/10/2024 02:00,,,,,47,30,4,S,9
5008563,16/10/2024 03:00,,,,,45,31,4,S,9
5008563,16/10/2024 04:00,,,,,42,32,4,S,9
5008563,16/10/2024 05:00,,,,,40,32,4,SE,13
5008563,16/10/2024 06:00,,,,,41,32,3,SE,13
5008563,16/10/2024 07:00,,,,,39,31,3,SE,13
5008563,16/10/2024 08:00,,,,,37,31,3,SE,7
5008563,16/10/2024 09:00,,,,,39,31,4,SE,7
5008563,16/10/2024 10:00,,,,,47,30,3,SE,7
5008563,16/10/2024 11:00,,,,,55,29,0,N,5
5008563,16/10/2024 12:00,26.0,32.0,37.0,75.0,57,28,1,N,5
5008563,16/10/2024 13:00,,,,,61,28,3,N,5
5008563,16/10/2024 14:00,,,,,66,28,3,SW,17
5008563,16/10/2024 15:00,,,,,69,27,4,SW,17
5008563,16/10/2024 16:00,,,,,69,27,1,SW,17
5008563,16/10/2024 17:00,,,,,70,27,0,S,16
5008563,16/10/2024 18:00,,,,,72,27,1,S,16
5008563,16/10/2024 19:00,,,,,74,27,1,S,16
5008563,16/10/2024 20:00,,,,,75,26,3,SW,13
5008563,16/10/2024 21:00,,,,,74,26,4,SW,13
5008563,16/10/2024 22:00,,,,,74,26,4,SW,13
5008563,16/10/2024 23:00,,,,,70,27,4,SW,13
5008563,17/10/2024 00:00,,,,,64,28,4,SW,13
5008563,17/10/2024 01:00,,,,,60,29,4,SW,13
5008563,17/10/2024 02:00,,,,,56,30,4,SW,13
5008563,17/10/2024 03:00,,,,,54,30,3,SW,13
5008563,17/10/2024 04:00,,,,,53,31,1,S,10
5008563,17/10/2024 05:00,,,,,54,31,3,S,10
5008563,17/10/2024 06:00,,,,,52,31,1,S,10
5008563,17/10/2024 07:00,,,,,47,31,4,S,10
5008563,17/10/2024 08:00,,,,,42,32,3,S,10
5008563,17/10/2024 09:00,,,,,44,31,1,S,10
5008563,17/10/2024 10:00,,,,,53,30,0,NE,4
5008563,17/10/2024 11:00,,,,,57,29,1,NE,4
5008563,17/10/2024 12:00,26.0,32.0,42.0,70.0,59,29,1,NE,4
5008563,17/10/2024 13:00,,,,,63,28,0,NE,4
5008563,17/10/2024 14:00,,,,,67,28,0,NE,4
5008563,17/10/2024 15:00,,,,,67,28,0,NE,4
5008563,17/10/2024 16:00,,,,,66,28,0,SW,9
5008563,17/10/2024 17:00,,,,,66,27,0,SW,9
5008563,17/10/2024 18:00,,,,,68,27,0,SW,9
5008563,17/10/2024 19:00,,,,,68,27,1,SW,9
5008563,17/10/2024 20:00,,,,,69,27,1,SW,9
5008563,17/10/2024 21:00,,,,,69,27,1,SW,9
5008563,17/10/2024 22:00,,,,,70,26,0,SW,3
5008563,17/10/2024 23:00,,,,,65,27,0,SW,3
5008563,18/10/2024 00:00,,,,,59,28,0,SW,3
5008563,18/10/2024 03:00,,,,,52,31,1,SW,3
5008563,18/10/2024 06:00,,,,,53,31,1,SE,11
5008563,18/10/2024 09:00,,,,,60,29,1,SE,11
5008563,18/10/2024 12:00,27.0,31.0,52.0,71.0,64,29,1,E,13
5008563,18/10/2024 15:00,,,,,70,28,0,E,13
5008563,18/10/2024 18:00,,,,,71,28,0,E,12
5008563,18/10/2024 21:00,,,,,71,27,4,E,12
5008563,19/10/2024 00:00,,,,,63,29,1,SE,7
5008563,19/10/2024 03:00,,,,,57,30,1,SE,7
5008563,19/10/2024 06:00,,,,,58,31,1,SE,7
5008563,19/10/2024 09:00,,,,,69,29,4,E,13
5008563,19/10/2024 12:00,27.0,31.0,57.0,78.0,75,29,1,E,13
5008563,19/10/2024 15:00,,,,,70,29,1,E,13
5008563,19/10/2024 18:00,,,,,75,27,4,E,13
5008563,19/10/2024 21:00,,,,,78,27,1,N,7
5008563,20/10/2024 00:00,,,,,76,27,1,N,7
5008563,20/10/2024 03:00,,,,,63,30,4,N,7
5008563,20/10/2024 06:00,,,,,63,31,4,N,7
5008563,20/10/2024 09:00,,,,,66,29,1,NE,3
5008563,20/10/2024 12:00,27.0,31.0,63.0,81.0,72,28,3,NE,3
5008563,20/10/2024 15:00,,,,,72,28,3,NE,3
5008563,20/10/2024 18:00,,,,,81,27,4,NE,3
5008563,20/10/2024 21:00,,,,,81,27,60,SW,7
5008563,21/10/2024 00:00,,,,,70,28,0,SW,7
5008563,21/10/2024 03:00,,,,,70,28,0,SW,7
5008563,21/10/2024 06:00,,,,,56,31,1,SW,7
5008563,21/10/2024 09:00,,,,,56,31,1,E,5
5008563,21/10/2024 12:00,27.0,31.0,56.0,77.0,72,28,1,E,5
5008563,21/10/2024 15:00,,,,,72,28,1,E,5
5008563,21/10/2024 18:00,,,,,77,27,4,E,5
5008563,21/10/2024 21:00,,,,,77,27,4,SW,11
5008563,22/10/2024 00:00,,,,,69,28,3,SW,11
5008563,22/10/2024 06:00,,,,,60,31,4,SW,11
5008563,22/10/2024 12:00,27.0,31.0,60.0,77.0,70,29,1,NE,7
5008563,22/10/2024 18:00,,,,,77,27,0,NE,7
5008563,23/10/2024 00:00,,,,,71,28,1,S,9
5008563,23/10/2024 06:00,,,,,61,31,0,S,9
5008563,23/10/2024 12:00,27.0,31.0,61.0,80.0,80,27,1,W,6
5008563,23/10/2024 18:00,,,,,78,27,1,W,6
5008563,24/10/2024 00:00,,,,,69,29,1,SE,7
5008563,24/10/2024 06:00,,,,,55,31,0,SE,7
5008563,24/10/2024 12:00,27.0,31.0,55.0,74.0,70,29,1,E,9
5008563,24/10/2024 18:00,,,,,74,27,4,E,9
5008563,25/10/2024 00:00,,,,,69,28,1,W,3
5008564,15/10/2024 00:00,,,,,66,28,4,SW,15
5008564,15/10/2024 01:00,,,,,56,30,4,SW,15
5008564,15/10/2024 02:00,,,,,48,32,4,SE,9
5008564,15/10/2024 03:00,,,,,40,33,4,SE,9
5008564,15/10/2024 04:00,,,,,36,34,4,SE,9
5008564,15/10/2024 05:00,,,,,35,34,4,SE,12
5008564,15/10/2024 06:00,,,,,34,34,4,SE,12
5008564,15/10/2024 07:00,,,,,36,34,4,SE,12
5008564,15/10/2024 08:00,,,,,40,33,1,SE,15
5008564,15/10/2024 09:00,,,,,46,31,1,SE,15
5008564,15/10/2024 10:00,,,,,54,29,1,SE,15
5008564,15/10/2024 11:00,,,,,64,28,3,N,6
5008564,15/10/2024 12:00,24.0,34.0,34.0,87.0,71,27,3,N,6
5008564,15/10/2024 13:00,,,,,79,26,4,N,6
5008564,15/10/2024 14:00,,,,,84,26,4,W,6
5008564,15/10/2024 15:00,,,,,87,25,4,W,6
5008564,15/10/2024 16:00,,,,,87,25,4,W,6
5008564,15/10/2024 17:00,,,,,83,25,4,W,8
5008564,15/10/2024 18:00,,,,,77,25,4,W,8
5008564,15/10/2024 19:00,,,,,71,25,4,W,8
5008564,15/10/2024 20:00,,,,,68,24,4,SW,9
5008564,15/10/2024 21:00,,,,,61,24,4,SW,9
5008564,15/10/2024 22:00,,,,,59,25,4,SW,9
5008564,15/10/2024 23:00,,,,,58,26,4,SW,14
5008564,16/10/2024 00:00,,,,,51,28,4,SW,14
5008564,16/10/2024 01:00,,,,,41,30,4,SW,14
5008564,16/10/2024 02:00,,,,,36,32,4,S,9
5008564,16/10/2024 03:00,,,,,31,33,4,S,9
5008564,16/10/2024 04:00,,,,,27,34,4,S,9
5008564,16/10/2024 05:00,,,,,25,35,3,SE,13
5008564,16/10/2024 06:00,,,,,28,35,1,SE,13
5008564,16/10/2024 07:00,,,,,29,34,1,SE,13
5008564,16/10/2024 08:00,,,,,32,32,3,SE,10
5008564,16/10/2024 09:00,,,,,38,31,3,SE,10
5008564,16/10/2024 10:00,,,,,46,29,1,SE,10
5008564,16/10/2024 11:00,,,,,55,27,1,E,5
5008564,16/10/2024 12:00,23.0,35.0,25.0,86.0,59,27,1,E,5
5008564,16/10/2024 13:00,,,,,61,26,3,E,5
5008564,16/10/2024 14:00,,,,,62,25,4,W,6
5008564,16/10/2024 15:00,,,,,68,25,1,W,6
5008564,16/10/2024 16:00,,,,,77,25,1,W,6
5008564,16/10/2024 17:00,,,,,78,24,0,SW,7
5008564,16/10/2024 18:00,,,,,79,24,1,SW,7
5008564,16/10/2024 19:00,,,,,81,24,3,SW,7
5008564,16/10/2024 20:00,,,,,83,24,4,W,6
5008564,16/10/2024 21:00,,,,,85,24,4,W,6
5008564,16/10/2024 22:00,,,,,86,23,4,W,6
5008564,16/10/2024 23:00,,,,,78,25,4,SW,8
5008564,17/10/2024 00:00,,,,,62,27,3,SW,8
5008564,17/10/2024 01:00,,,,,52,29,3,SW,8
5008564,17/10/2024 02:00,,,,,44,31,1,SW,8
5008564,17/10/2024 03:00,,,,,40,32,1,SW,8
5008564,17/10/2024 04:00,,,,,38,33,1,S,11
5008564,17/10/2024 05:00,,,,,38,34,3,S,11
5008564,17/10/2024 06:00,,,,,37,34,4,S,11
5008564,17/10/2024 07:00,,,,,38,33,4,S,11
5008564,17/10/2024 08:00,,,,,40,32,4,S,11
5008564,17/10/2024 09:00,,,,,45,31,1,S,11
5008564,17/10/2024 10:00,,,,,50,29,3,NE,6
5008564,17/10/2024 11:00,,,,,58,28,4,NE,6
5008564,17/10/2024 12:00,23.0,34.0,37.0,84.0,61,27,4,NE,6
5008564,17/10/2024 13:00,,,,,61,27,0,NE,6
5008564,17/10/2024 14:00,,,,,65,26,0,NE,6
5008564,17/10/2024 15:00,,,,,70,25,0,NE,6
5008564,17/10/2024 16:00,,,,,74,25,0,W,5
5008564,17/10/2024 17:00,,,,,77,24,0,W,5
5008564,17/10/2024 18:00,,,,,80,24,1,W,5
5008564,17/10/2024 19:00,,,,,80,24,3,W,5
5008564,17/10/2024 20:00,,,,,81,23,0,W,5
5008564,17/10/2024 21:00,,,,,83,23,0,W,5
5008564,17/10/2024 22:00,,,,,84,23,0,SW,1
5008564,17/10/2024 23:00,,,,,75,25,0,SW,1
5008564,18/10/2024 00:00,,,,,59,28,0,SW,1
5008564,18/10/2024 03:00,,,,,44,32,1,SW,1
5008564,18/10/2024 06:00,,,,,41,32,1,SE,14
5008564,18/10/2024 09:00,,,,,47,30,1,SE,14
5008564,18/10/2024 12:00,25.0,32.0,41.0,81.0,67,27,3,E,13
5008564,18/10/2024 15:00,,,,,74,26,0,E,13
5008564,18/10/2024 18:00,,,,,79,25,0,E,9
5008564,18/10/2024 21:00,,,,,81,25,1,E,9
5008564,19/10/2024 00:00,,,,,64,28,1,E,10
5008564,19/10/2024 03:00,,,,,58,30,3,E,10
5008564,19/10/2024 06:00,,,,,52,32,3,E,10
5008564,19/10/2024 09:00,,,,,67,29,4,E,11
5008564,19/10/2024 12:00,24.0,32.0,52.0,89.0,74,27,3,E,11
5008564,19/10/2024 15:00,,,,,82,26,3,E,11
5008564,19/10/2024 18:00,,,,,82,25,4,E,11
5008564,19/10/2024 21:00,,,,,89,24,4,N,6
5008564,20/10/2024 00:00,,,,,79,26,3,N,6
5008564,20/10/2024 03:00,,,,,54,32,4,N,6
5008564,20/10/2024 06:00,,,,,53,32,4,N,6
5008564,20/10/2024 09:00,,,,,63,29,1,E,3
5008564,20/10/2024 12:00,24.0,32.0,53.0,92.0,82,26,3,E,3
5008564,20/10/2024 15:00,,,,,82,26,3,E,3
5008564,20/10/2024 18:00,,,,,92,24,60,E,3
5008564,20/10/2024 21:00,,,,,92,24,4,SW,4
5008564,21/10/2024 00:00,,,,,70,28,0,SW,4
5008564,21/10/2024 03:00,,,,,70,28,0,SW,4
5008564,21/10/2024 06:00,,,,,52,32,3,SW,4
5008564,21/10/2024 09:00,,,,,52,32,3,E,4
5008564,21/10/2024 12:00,24.0,32.0,52.0,89.0,79,26,1,E,4
5008564,21/10/2024 15:00,,,,,79,26,1,E,4
5008564,21/10/2024 18:00,,,,,89,24,4,E,4
5008564,21/10/2024 21:00,,,,,89,24,4,SW,8
5008564,22/10/2024 00:00,,,,,69,28,4,SW,8
5008564,22/10/2024 06:00,,,,,58,31,4,SW,8
5008564,22/10/2024 12:00,24.0,31.0,58.0,92.0,74,27,0,E,7
5008564,22/10/2024 18:00,,,,,92,24,1,E,7
5008564,23/10/2024 00:00,,,,,72,28,1,S,8
5008564,23/10/2024 06:00,,,,,49,32,1,S,8
5008564,23/10/2024 12:00,25.0,32.0,49.0,88.0,82,26,1,SW,7
5008564,23/10/2024 18:00,,,,,88,25,1,SW,7
5008564,24/10/2024 00:00,,,,,70,28,1,SE,10
5008564,24/10/2024 06:00,,,,,50,32,1,SE,10
5008564,24/10/2024 12:00,26.0,32.0,50.0,80.0,80,27,1,E,3
5008564,24/10/2024 18:00,,,,,77,26,4,E,3
5008564,25/10/2024 00:00,,,,,70,27,1,W,4
5008565,15/10/2024 00:00,,,,,66,28,4,SW,16
5008565,15/10/2024 01:00,,,,,56,30,4,SW,16
5008565,15/10/2024 02:00,,,,,50,31,4,S,8
5008565,15/10/2024 03:00,,,,,44,33,4,S,8
5008565,15/10/2024 04:00,,,,,38,34,4,S,8
5008565,15/10/2024 05:00,,,,,35,34,4,SE,12
5008565,15/10/2024 06:00,,,,,32,35,4,SE,12
5008565,15/10/2024 07:00,,,,,32,35,4,SE,12
5008565,15/10/2024 08:00,,,,,36,33,3,SE,10
5008565,15/10/2024 09:00,,,,,43,32,3,SE,10
5008565,15/10/2024 10:00,,,,,52,30,3,SE,10
5008565,15/10/2024 11:00,,,,,59,28,3,N,5
5008565,15/10/2024 12:00,24.0,35.0,32.0,86.0,67,27,4,N,5
5008565,15/10/2024 13:00,,,,,77,27,4,N,5
5008565,15/10/2024 14:00,,,,,83,26,4,W,6
5008565,15/10/2024 15:00,,,,,86,25,4,W,6
5008565,15/10/2024 16:00,,,,,86,25,4,W,6
5008565,15/10/2024 17:00,,,,,82,25,4,W,6
5008565,15/10/2024 18:00,,,,,75,25,4,W,6
5008565,15/10/2024 19:00,,,,,68,25,4,W,6
5008565,15/10/2024 20:00,,,,,64,24,4,S,8
5008565,15/10/2024 21:00,,,,,58,25,4,S,8
5008565,15/10/2024 22:00,,,,,59,25,4,S,8
5008565,15/10/2024 23:00,,,,,60,26,4,SW,11
5008565,16/10/2024 00:00,,,,,55,29,4,SW,11
5008565,16/10/2024 01:00,,,,,43,30,4,SW,11
5008565,16/10/2024 02:00,,,,,37,32,4,S,9
5008565,16/10/2024 03:00,,,,,33,33,4,S,9
5008565,16/10/2024 04:00,,,,,30,34,4,S,9
5008565,16/10/2024 05:00,,,,,26,35,4,SE,13
5008565,16/10/2024 06:00,,,,,24,35,3,SE,13
5008565,16/10/2024 07:00,,,,,25,35,1,SE,13
5008565,16/10/2024 08:00,,,,,28,33,3,SE,9
5008565,16/10/2024 09:00,,,,,32,32,3,SE,9
5008565,16/10/2024 10:00,,,,,41,30,1,SE,9
5008565,16/10/2024 11:00,,,,,52,28,1,N,3
5008565,16/10/2024 12:00,24.0,35.0,24.0,81.0,57,27,1,N,3
5008565,16/10/2024 13:00,,,,,61,26,3,N,3
5008565,16/10/2024 14:00,,,,,66,26,3,SW,9
5008565,16/10/2024 15:00,,,,,74,26,3,SW,9
5008565,16/10/2024 16:00,,,,,76,25,1,SW,9
5008565,16/10/2024 17:00,,,,,77,25,1,S,8
5008565,16/10/2024 18:00,,,,,78,25,0,S,8
5008565,16/10/2024 19:00,,,,,80,25,3,S,8
5008565,16/10/2024 20:00,,,,,81,24,4,SW,6
5008565,16/10/2024 21:00,,,,,81,24,4,SW,6
5008565,16/10/2024 22:00,,,,,79,24,4,SW,6
5008565,16/10/2024 23:00,,,,,71,26,4,SW,9
5008565,17/10/2024 00:00,,,,,59,28,4,SW,9
5008565,17/10/2024 01:00,,,,,49,30,4,SW,9
5008565,17/10/2024 02:00,,,,,42,31,3,SW,9
5008565,17/10/2024 03:00,,,,,39,32,3,SW,9
5008565,17/10/2024 04:00,,,,,36,33,1,S,11
5008565,17/10/2024 05:00,,,,,35,34,1,S,11
5008565,17/10/2024 06:00,,,,,34,34,4,S,11
5008565,17/10/2024 07:00,,,,,34,34,4,S,11
5008565,17/10/2024 08:00,,,,,36,33,1,S,11
5008565,17/10/2024 09:00,,,,,40,32,1,S,11
5008565,17/10/2024 10:00,,,,,46,30,1,N,4
5008565,17/10/2024 11:00,,,,,56,28,3,N,4
5008565,17/10/2024 12:00,24.0,34.0,34.0,82.0,61,27,3,N,4
5008565,17/10/2024 13:00,,,,,65,26,0,N,4
5008565,17/10/2024 14:00,,,,,68,26,0,N,4
5008565,17/10/2024 15:00,,,,,71,26,0,N,4
5008565,17/10/2024 16:00,,,,,73,25,0,SW,7
5008565,17/10/2024 17:00,,,,,76,25,0,SW,7
5008565,17/10/2024 18:00,,,,,79,24,1,SW,7
5008565,17/10/2024 19:00,,,,,80,24,3,SW,7
5008565,17/10/2024 20:00,,,,,80,24,1,SW,7
5008565,17/10/2024 21:00,,,,,81,24,1,SW,7
5008565,17/10/2024 22:00,,,,,82,24,0,S,4
5008565,17/10/2024 23:00,,,,,72,26,0,S,4
5008565,18/10/2024 00:00,,,,,58,28,0,S,4
5008565,18/10/2024 03:00,,,,,41,33,1,S,4
5008565,18/10/2024 06:00,,,,,42,33,1,E,8
5008565,18/10/2024 09:00,,,,,49,30,1,E,8
5008565,18/10/2024 12:00,25.0,33.0,41.0,81.0,68,27,1,E,8
5008565,18/10/2024 15:00,,,,,73,26,0,E,8
5008565,18/10/2024 18:00,,,,,81,25,0,E,6
5008565,18/10/2024 21:00,,,,,81,25,3,E,6
5008565,19/10/2024 00:00,,,,,64,29,1,SE,9
5008565,19/10/2024 03:00,,,,,54,31,3,SE,9
5008565,19/10/2024 06:00,,,,,46,33,3,SE,9
5008565,19/10/2024 09:00,,,,,63,29,4,E,8
5008565,19/10/2024 12:00,24.0,33.0,46.0,89.0,78,27,3,E,8
5008565,19/10/2024 15:00,,,,,82,26,1,E,8
5008565,19/10/2024 18:00,,,,,83,25,4,E,8
5008565,19/10/2024 21:00,,,,,89,24,3,N,6
5008565,20/10/2024 00:00,,,,,78,26,3,N,6
5008565,20/10/2024 03:00,,,,,51,32,4,N,6
5008565,20/10/2024 06:00,,,,,52,32,4,N,6
5008565,20/10/2024 09:00,,,,,69,28,1,N,3
5008565,20/10/2024 12:00,24.0,32.0,51.0,89.0,82,26,3,N,3
5008565,20/10/2024 15:00,,,,,82,26,3,N,3
5008565,20/10/2024 18:00,,,,,89,24,4,N,3
5008565,20/10/2024 21:00,,,,,89,24,4,S,6
5008565,21/10/2024 00:00,,,,,69,28,0,S,6
5008565,21/10/2024 03:00,,,,,69,28,0,S,6
5008565,21/10/2024 06:00,,,,,51,32,3,S,6
5008565,21/10/2024 09:00,,,,,51,32,3,E,4
5008565,21/10/2024 12:00,24.0,32.0,51.0,88.0,78,26,0,E,4
5008565,21/10/2024 15:00,,,,,78,26,0,E,4
5008565,21/10/2024 18:00,,,,,88,24,4,E,4
5008565,21/10/2024 21:00,,,,,88,24,4,SW,10
5008565,22/10/2024 00:00,,,,,68,28,3,SW,10
5008565,22/10/2024 06:00,,,,,53,32,4,SW,10
5008565,22/10/2024 12:00,24.0,32.0,53.0,92.0,76,27,1,E,5
5008565,22/10/2024 18:00,,,,,92,24,1,E,5
5008565,23/10/2024 00:00,,,,,72,28,1,S,10
5008565,23/10/2024 06:00,,,,,46,33,1,S,10
5008565,23/10/2024 12:00,25.0,33.0,46.0,85.0,80,26,1,SW,8
5008565,23/10/2024 18:00,,,,,85,25,1,SW,8
5008565,24/10/2024 00:00,,,,,70,28,1,SE,8
5008565,24/10/2024 06:00,,,,,52,32,1,SE,8
5008565,24/10/2024 12:00,26.0,32.0,52.0,77.0,77,27,1,E,5
5008565,24/10/2024 18:00,,,,,77,26,4,E,5
5008565,25/10/2024 00:00,,,,,70,27,1,W,4
5008566,15/10/2024 00:00,,,,,67,28,4,SW,17
5008566,15/10/2024 01:00,,,,,56,30,4,SW,17
5008566,15/10/2024 02:00,,,,,47,32,4,SE,11
